Booking ID,Cancelled Rides by Customer Reason,Cancelled Rides by Driver Reason,Incomplete Ride Reason
BKG050451,,Customer related issue,
BKG050455,,Customer related issue,
BKG050457,,,Customer Demand
BKG050459,,The customer was coughing/sick,
BKG050460,,The customer was coughing/sick,
BKG050463,,,Customer Demand
BKG050466,,The customer was coughing/sick,
BKG050467,,,Customer Demand
BKG050471,,,Vehicle Breakdown
BKG050474,,Customer related issue,
BKG050476,,More than permitted people in there,
BKG050479,,,Customer Demand
BKG050481,AC is not working,,
BKG050482,,,Customer Demand
BKG050483,,,Other Issue
BKG050484,,Personal & Car related issues,
BKG050489,,Customer related issue,
BKG050490,,More than permitted people in there,
BKG050491,Driver asked to cancel,,
BKG050492,,More than permitted people in there,
BKG050495,,,Customer Demand
BKG050503,,,Customer Demand
BKG050505,,Personal & Car related issues,
BKG050509,,,Other Issue
BKG050510,,,Other Issue
BKG050513,,Personal & Car related issues,
BKG050514,,Customer related issue,
BKG050517,Driver is not moving towards pickup location,,
BKG050518,,More than permitted people in there,
BKG050519,,The customer was coughing/sick,
BKG050520,,Personal & Car related issues,
BKG050521,,Personal & Car related issues,
BKG050525,,,Other Issue
BKG050529,Wrong Address,,
BKG050531,,,Customer Demand
BKG050532,,,Other Issue
BKG050533,Driver asked to cancel,,
BKG050534,,,Other Issue
BKG050536,,,Other Issue
BKG050539,,Personal & Car related issues,
BKG050542,,More than permitted people in there,
BKG050543,,,Other Issue
BKG050544,,More than permitted people in there,
BKG050549,AC is not working,,
BKG050551,,More than permitted people in there,
BKG050552,,Personal & Car related issues,
BKG050555,,The customer was coughing/sick,
BKG050558,,Personal & Car related issues,
BKG050559,,Customer related issue,
BKG050561,,More than permitted people in there,
BKG050564,Change of plans,,
BKG050568,,Personal & Car related issues,
BKG050573,Change of plans,,
BKG050581,,,Other Issue
BKG050586,,More than permitted people in there,
BKG050587,,Customer related issue,
BKG050589,,,Vehicle Breakdown
BKG050591,,,Other Issue
BKG050593,,The customer was coughing/sick,
BKG050594,,,Vehicle Breakdown
BKG050595,,Customer related issue,
BKG050596,,Personal & Car related issues,
BKG050597,,Personal & Car related issues,
BKG050599,,,Customer Demand
BKG050601,,,Customer Demand
BKG050602,,,Other Issue
BKG050603,,More than permitted people in there,
BKG050606,,Personal & Car related issues,
BKG050610,,Personal & Car related issues,
BKG050612,Wrong Address,,
BKG050617,,Personal & Car related issues,
BKG050618,,Customer related issue,
BKG050620,,More than permitted people in there,
BKG050621,,The customer was coughing/sick,
BKG050623,,More than permitted people in there,
BKG050630,,The customer was coughing/sick,
BKG050631,,More than permitted people in there,
BKG050632,,,Other Issue
BKG050635,,More than permitted people in there,
BKG050636,,The customer was coughing/sick,
BKG050638,Change of plans,,
BKG050640,,,Customer Demand
BKG050641,,More than permitted people in there,
BKG050649,Driver asked to cancel,,
BKG050654,,The customer was coughing/sick,
BKG050655,,,Customer Demand
BKG050657,AC is not working,,
BKG050659,,,Other Issue
BKG050660,Driver is not moving towards pickup location,,
BKG050663,Driver is not moving towards pickup location,,
BKG050664,,The customer was coughing/sick,
BKG050667,,Personal & Car related issues,
BKG050670,,The customer was coughing/sick,
BKG050671,,,Customer Demand
BKG050674,,More than permitted people in there,
BKG050676,,Customer related issue,
BKG050678,Change of plans,,
BKG050679,,,Other Issue
BKG050681,,Personal & Car related issues,
BKG050684,,,Vehicle Breakdown
BKG050690,,The customer was coughing/sick,
BKG050692,,Customer related issue,
BKG050693,,More than permitted people in there,
BKG050694,Driver is not moving towards pickup location,,
BKG050696,,Personal & Car related issues,
BKG050701,,,Other Issue
BKG050702,,More than permitted people in there,
BKG050705,,,Vehicle Breakdown
BKG050706,,,Other Issue
BKG050708,,,Vehicle Breakdown
BKG050715,,,Vehicle Breakdown
BKG050717,,,Customer Demand
BKG050718,,,Other Issue
BKG050725,,,Customer Demand
BKG050726,,More than permitted people in there,
BKG050728,,,Customer Demand
BKG050731,Driver asked to cancel,,
BKG050732,,The customer was coughing/sick,
BKG050734,,The customer was coughing/sick,
BKG050735,AC is not working,,
BKG050737,,The customer was coughing/sick,
BKG050739,,Customer related issue,
BKG050747,,,Vehicle Breakdown
BKG050748,,,Vehicle Breakdown
BKG050752,AC is not working,,
BKG050755,,More than permitted people in there,
BKG050759,,Personal & Car related issues,
BKG050760,,,Vehicle Breakdown
BKG050761,,,Vehicle Breakdown
BKG050762,,Customer related issue,
BKG050765,,Customer related issue,
BKG050766,,More than permitted people in there,
BKG050767,,Personal & Car related issues,
BKG050769,,,Other Issue
BKG050772,,The customer was coughing/sick,
BKG050784,Change of plans,,
BKG050788,,,Vehicle Breakdown
BKG050789,,,Vehicle Breakdown
BKG050793,,Personal & Car related issues,
BKG050794,Driver is not moving towards pickup location,,
BKG050796,,The customer was coughing/sick,
BKG050797,AC is not working,,
BKG050799,Driver is not moving towards pickup location,,
BKG050800,,More than permitted people in there,
BKG050810,Wrong Address,,
BKG050812,,More than permitted people in there,
BKG050813,AC is not working,,
BKG050814,,,Other Issue
BKG050815,Driver asked to cancel,,
BKG050819,,,Customer Demand
BKG050821,Change of plans,,
BKG050827,Wrong Address,,
BKG050830,,,Other Issue
BKG050831,Wrong Address,,
BKG050832,,Customer related issue,
BKG050834,,,Vehicle Breakdown
BKG050848,,,Other Issue
BKG050850,,Customer related issue,
BKG050854,Wrong Address,,
BKG050856,Wrong Address,,
BKG050860,,Customer related issue,
BKG050865,,,Vehicle Breakdown
BKG050868,Driver asked to cancel,,
BKG050869,AC is not working,,
BKG050872,Driver is not moving towards pickup location,,
BKG050876,,Personal & Car related issues,
BKG050877,,Customer related issue,
BKG050879,,,Customer Demand
BKG050882,,More than permitted people in there,
BKG050884,,,Vehicle Breakdown
BKG050888,,Personal & Car related issues,
BKG050890,,Personal & Car related issues,
BKG050892,,Customer related issue,
BKG050896,Driver asked to cancel,,
BKG050897,,Customer related issue,
BKG050899,,,Customer Demand
BKG050900,,,Vehicle Breakdown
BKG050901,,Customer related issue,
BKG050902,,,Vehicle Breakdown
BKG050904,Change of plans,,
BKG050907,,,Vehicle Breakdown
BKG050909,,The customer was coughing/sick,
BKG050911,,,Vehicle Breakdown
BKG050912,,Customer related issue,
BKG050913,,Personal & Car related issues,
BKG050914,Change of plans,,
BKG050925,,Customer related issue,
BKG050927,,The customer was coughing/sick,
BKG050928,,,Vehicle Breakdown
BKG050931,Driver asked to cancel,,
BKG050933,,The customer was coughing/sick,
BKG050934,Change of plans,,
BKG050937,AC is not working,,
BKG050938,,Personal & Car related issues,
BKG050939,,,Vehicle Breakdown
BKG050940,,,Customer Demand
BKG050941,,More than permitted people in there,
BKG050942,,,Customer Demand
BKG050947,,,Vehicle Breakdown
BKG050948,,The customer was coughing/sick,
BKG050949,,,Customer Demand
BKG050952,Wrong Address,,
BKG050955,,,Other Issue
BKG050958,,,Vehicle Breakdown
BKG050959,,Customer related issue,
BKG050960,,,Other Issue
BKG050962,,,Customer Demand
BKG050964,Driver is not moving towards pickup location,,
BKG050965,,Personal & Car related issues,
BKG050966,,,Vehicle Breakdown
BKG050968,Wrong Address,,
BKG050970,,Customer related issue,
BKG050971,,,Other Issue
BKG050974,,More than permitted people in there,
BKG050976,Change of plans,,
BKG050979,Driver is not moving towards pickup location,,
BKG050984,,,Vehicle Breakdown
BKG050985,Driver is not moving towards pickup location,,
BKG050986,,,Vehicle Breakdown
BKG050991,,,Vehicle Breakdown
BKG050993,,More than permitted people in there,
BKG050994,,The customer was coughing/sick,
BKG050997,,Personal & Car related issues,
BKG050998,,More than permitted people in there,
BKG051001,,More than permitted people in there,
BKG051006,,,Vehicle Breakdown
BKG051007,,More than permitted people in there,
BKG051011,,The customer was coughing/sick,
BKG051013,,The customer was coughing/sick,
BKG051015,,More than permitted people in there,
BKG051020,,,Other Issue
BKG051022,,Customer related issue,
BKG051025,,Personal & Car related issues,
BKG051029,,The customer was coughing/sick,
BKG051030,,Customer related issue,
BKG051032,,Customer related issue,
BKG051037,,,Vehicle Breakdown
BKG051040,,More than permitted people in there,
BKG051041,,,Other Issue
BKG051042,,,Vehicle Breakdown
BKG051047,,,Customer Demand
BKG051051,,,Vehicle Breakdown
BKG051052,,Personal & Car related issues,
BKG051053,,,Other Issue
BKG051055,,More than permitted people in there,
BKG051056,,Personal & Car related issues,
BKG051057,,,Other Issue
BKG051059,,The customer was coughing/sick,
BKG051060,,The customer was coughing/sick,
BKG051063,,Personal & Car related issues,
BKG051067,Driver asked to cancel,,
BKG051069,,,Vehicle Breakdown
BKG051072,Driver is not moving towards pickup location,,
BKG051073,,,Customer Demand
BKG051074,,More than permitted people in there,
BKG051076,,The customer was coughing/sick,
BKG051079,,More than permitted people in there,
BKG051085,Driver is not moving towards pickup location,,
BKG051087,,,Customer Demand
BKG051088,AC is not working,,
BKG051089,,,Vehicle Breakdown
BKG051094,,,Other Issue
BKG051095,,,Customer Demand
BKG051097,,More than permitted people in there,
BKG051099,,,Other Issue
BKG051100,,Customer related issue,
BKG051103,,,Other Issue
BKG051105,,More than permitted people in there,
BKG051110,,Customer related issue,
BKG051114,Driver asked to cancel,,
BKG051116,,,Vehicle Breakdown
BKG051117,,,Customer Demand
BKG051118,Driver asked to cancel,,
BKG051121,,,Other Issue
BKG051123,,Personal & Car related issues,
BKG051125,,Customer related issue,
BKG051129,Driver asked to cancel,,
BKG051132,,The customer was coughing/sick,
BKG051138,,More than permitted people in there,
BKG051142,Driver is not moving towards pickup location,,
BKG051145,,Customer related issue,
BKG051149,,Customer related issue,
BKG051152,,More than permitted people in there,
BKG051154,,Customer related issue,
BKG051155,,Customer related issue,
BKG051157,,More than permitted people in there,
BKG051161,,,Customer Demand
BKG051164,,The customer was coughing/sick,
BKG051170,,,Other Issue
BKG051172,,,Other Issue
BKG051175,,,Customer Demand
BKG051176,,More than permitted people in there,
BKG051177,,,Customer Demand
BKG051178,,The customer was coughing/sick,
BKG051179,,The customer was coughing/sick,
BKG051180,,More than permitted people in there,
BKG051181,,Personal & Car related issues,
BKG051182,,,Vehicle Breakdown
BKG051183,,Customer related issue,
BKG051184,,The customer was coughing/sick,
BKG051192,,More than permitted people in there,
BKG051193,,,Customer Demand
BKG051200,,More than permitted people in there,
BKG051203,,The customer was coughing/sick,
BKG051206,Driver is not moving towards pickup location,,
BKG051207,,Personal & Car related issues,
BKG051209,,More than permitted people in there,
BKG051210,,,Customer Demand
BKG051214,,Customer related issue,
BKG051215,,,Other Issue
BKG051216,AC is not working,,
BKG051217,Driver asked to cancel,,
BKG051218,,More than permitted people in there,
BKG051231,,More than permitted people in there,
BKG051232,Wrong Address,,
BKG051233,,,Customer Demand
BKG051234,,,Other Issue
BKG051239,,Customer related issue,
BKG051240,,,Other Issue
BKG051241,,Personal & Car related issues,
BKG051246,,,Other Issue
BKG051251,,More than permitted people in there,
BKG051260,,Customer related issue,
BKG051261,,Customer related issue,
BKG051265,,Personal & Car related issues,
BKG051268,AC is not working,,
BKG051269,,More than permitted people in there,
BKG051271,AC is not working,,
BKG051274,,More than permitted people in there,
BKG051276,,The customer was coughing/sick,
BKG051277,,More than permitted people in there,
BKG051279,,,Vehicle Breakdown
BKG051281,,,Other Issue
BKG051282,,,Customer Demand
BKG051284,,Customer related issue,
BKG051288,,More than permitted people in there,
BKG051289,,Personal & Car related issues,
BKG051290,Wrong Address,,
BKG051292,,Personal & Car related issues,
BKG051294,Change of plans,,
BKG051298,,The customer was coughing/sick,
BKG051299,,,Other Issue
BKG051300,,,Vehicle Breakdown
BKG051304,,More than permitted people in there,
BKG051305,,,Vehicle Breakdown
BKG051306,,More than permitted people in there,
BKG051311,,Personal & Car related issues,
BKG051314,,More than permitted people in there,
BKG051328,,Customer related issue,
BKG051329,Change of plans,,
BKG051330,,Personal & Car related issues,
BKG051331,,More than permitted people in there,
BKG051340,,More than permitted people in there,
BKG051341,,,Vehicle Breakdown
BKG051350,,,Customer Demand
BKG051353,,The customer was coughing/sick,
BKG051356,,More than permitted people in there,
BKG051357,,,Customer Demand
BKG051358,,Customer related issue,
BKG051362,,Personal & Car related issues,
BKG051365,,,Vehicle Breakdown
BKG051367,,Customer related issue,
BKG051372,Driver is not moving towards pickup location,,
BKG051374,AC is not working,,
BKG051375,,Personal & Car related issues,
BKG051376,,,Other Issue
BKG051377,,Customer related issue,
BKG051378,,Personal & Car related issues,
BKG051379,,,Customer Demand
BKG051380,Driver is not moving towards pickup location,,
BKG051381,,,Vehicle Breakdown
BKG051385,,The customer was coughing/sick,
BKG051386,,,Customer Demand
BKG051391,,,Other Issue
BKG051392,,,Vehicle Breakdown
BKG051393,,The customer was coughing/sick,
BKG051394,,,Vehicle Breakdown
BKG051400,,Customer related issue,
BKG051402,,,Customer Demand
BKG051406,,More than permitted people in there,
BKG051415,,,Vehicle Breakdown
BKG051416,,,Other Issue
BKG051419,,,Customer Demand
BKG051421,,More than permitted people in there,
BKG051425,AC is not working,,
BKG051427,,More than permitted people in there,
BKG051429,,,Customer Demand
BKG051430,,,Vehicle Breakdown
BKG051432,,,Other Issue
BKG051433,,The customer was coughing/sick,
BKG051434,,More than permitted people in there,
BKG051435,,The customer was coughing/sick,
BKG051441,AC is not working,,
BKG051445,,The customer was coughing/sick,
BKG051448,,Personal & Car related issues,
BKG051449,,The customer was coughing/sick,
BKG051451,Wrong Address,,
BKG051453,,The customer was coughing/sick,
BKG051458,,Customer related issue,
BKG051461,,Customer related issue,
BKG051462,,,Customer Demand
BKG051465,,,Other Issue
BKG051468,,The customer was coughing/sick,
BKG051469,,More than permitted people in there,
BKG051470,Change of plans,,
BKG051474,,,Other Issue
BKG051477,Driver is not moving towards pickup location,,
BKG051478,,Personal & Car related issues,
BKG051482,,The customer was coughing/sick,
BKG051485,,Customer related issue,
BKG051486,,The customer was coughing/sick,
BKG051490,,More than permitted people in there,
BKG051492,,,Customer Demand
BKG051493,Wrong Address,,
BKG051499,AC is not working,,
BKG051501,,,Other Issue
BKG051502,,,Customer Demand
BKG051503,,,Vehicle Breakdown
BKG051505,Driver is not moving towards pickup location,,
BKG051506,Wrong Address,,
BKG051509,,The customer was coughing/sick,
BKG051520,,Customer related issue,
BKG051523,,Personal & Car related issues,
BKG051524,,The customer was coughing/sick,
BKG051525,,,Vehicle Breakdown
BKG051527,,,Other Issue
BKG051528,,More than permitted people in there,
BKG051534,,,Customer Demand
